#------------------------------------
# ENERGY HISTORY
#------------------------------------
#               kin       intermol           elec            vib          rot-J          rot-L            tot     formula
#                eV             eV             eV             eV             eV             eV               
#           -------        -------       --------       --------        -------          -----        -------
 p          2.81492        0.00000    -3089.73541        1.98235        0.03474        0.01520    -3084.88821     2:C_1(3,0,0)+4:C_2(3,1,0)
 r          2.81445        0.00000    -3089.73541        0.74076        0.92273        0.36926    -3084.88821     2:C_1(3,0,0)+4:C_2(3,1,0)
 r          1.43984        0.00000    -3089.73541        2.40213        0.92273        0.08250    -3084.88821     2:C_1(3,0,0)+4:C_2(3,1,0)
 p          1.49556        0.00000    -3089.73541        2.40213        0.92273        0.02678    -3084.88821     2:C_1(3,0,0)+4:C_2(3,1,0)
 p          3.59046        0.00000    -3089.73541        0.31036        0.92273        0.02364    -3084.88821     2:C_1(3,0,0)+4:C_2(3,1,0)
 w          3.78322        0.00000    -3089.73541        0.12217        0.92273        0.01908    -3084.88821     2:C_1(3,0,0)+4:C_2(3,1,0)
 r          3.78375        0.00000    -3089.73541        0.12217        0.92273        0.01855    -3084.88821     2:C_1(3,0,0)+4:C_2(3,1,0)
 w          2.43793        0.00000    -3089.73541        0.96804        1.41606        0.02517    -3084.88821     2:C_1(3,0,0)+4:C_2(3,1,0)
 r          0.02262        0.00000    -3089.73541        3.37982        1.41606        0.02870    -3084.88821     2:C_1(3,0,0)+4:C_2(3,1,0)
 p          2.55121       -7.69393    -3079.74548        0.00000        0.00000        0.00000    -3084.88821     1:C_1(1,0,0)+1:C_1(1,0,0)+1:C_1(1,0,0)
 w          2.58189       -7.72461    -3079.74548        0.00000        0.00000        0.00000    -3084.88821     1:C_1(1,0,0)+1:C_1(1,0,0)+1:C_1(1,0,0)
 p          2.93515       -8.07788    -3079.74548        0.00000        0.00000        0.00000    -3084.88821     1:C_1(1,0,0)+1:C_1(1,0,0)+1:C_1(1,0,0)
 r          3.06586       -8.20859    -3079.74548        0.00000        0.00000        0.00000    -3084.88821     1:C_1(1,0,0)+1:C_1(1,0,0)+1:C_1(1,0,0)
 p          3.06586       -8.20859    -3079.74548        0.00000        0.00000        0.00000    -3084.88821     1:C_1(1,0,0)+1:C_1(1,0,0)+1:C_1(1,0,0)
 r          3.06586       -8.20859    -3079.74548        0.00000        0.00000        0.00000    -3084.88821     1:C_1(1,0,0)+1:C_1(1,0,0)+1:C_1(1,0,0)
 r          3.06586       -8.20859    -3079.74548        0.00000        0.00000        0.00000    -3084.88821     1:C_1(1,0,0)+1:C_1(1,0,0)+1:C_1(1,0,0)
 p          1.46983       -6.61256    -3079.74548        0.00000        0.00000        0.00000    -3084.88821     1:C_1(1,0,0)+1:C_1(1,0,0)+1:C_1(1,0,0)
 r          1.46983       -6.61256    -3079.74548        0.00000        0.00000        0.00000    -3084.88821     1:C_1(1,0,0)+1:C_1(1,0,0)+1:C_1(1,0,0)
 p          1.46983       -6.61256    -3079.74548        0.00000        0.00000        0.00000    -3084.88821     1:C_1(1,0,0)+1:C_1(1,0,0)+1:C_1(1,0,0)
 p          1.54410       -6.68683    -3079.74548        0.00000        0.00000        0.00000    -3084.88821     1:C_1(1,0,0)+1:C_1(1,0,0)+1:C_1(1,0,0)
 p          5.25761      -10.40033    -3079.74548        0.00000        0.00000        0.00000    -3084.88821     1:C_1(1,0,0)+1:C_1(1,0,0)+1:C_1(1,0,0)
 w          4.31796        0.00000    -3090.31456        1.10615        0.00201        0.00022    -3084.88821     2:C_1(3,0,0)+3:C_2(1,1,0)
 r          0.07746        0.00000    -3090.31456        5.34626        0.00201        0.00062    -3084.88821     2:C_1(3,0,0)+3:C_2(1,1,0)
 r          0.07688        0.00000    -3090.31456        5.34626        0.00201        0.00119    -3084.88821     2:C_1(3,0,0)+3:C_2(1,1,0)
 w          0.07687        0.00000    -3090.31456        5.34626        0.00201        0.00120    -3084.88821     2:C_1(3,0,0)+3:C_2(1,1,0)
 n          0.09783        0.00000    -3090.31456        5.32537        0.00201        0.00113    -3084.88821     2:C_1(3,0,0)+3:C_2(1,1,0)
 p          2.62887        0.00000    -3090.31456        2.79458        0.00201        0.00088    -3084.88821     2:C_1(3,0,0)+3:C_2(1,1,0)
 n          1.93281        0.00000    -3090.31456        2.64414        0.80572        0.04368    -3084.88821     2:C_1(3,0,0)+3:C_2(1,1,0)
 p          0.01843        0.00000    -3090.31456        4.57068        0.80572        0.03152    -3084.88821     2:C_1(3,0,0)+3:C_2(1,1,0)
 r          0.03291        0.00000    -3090.31456        4.57068        0.80572        0.01704    -3084.88821     2:C_1(3,0,0)+3:C_2(1,1,0)
 w          1.63345        0.00000    -3090.31456        2.53840        1.22559        0.02892    -3084.88821     2:C_1(3,0,0)+3:C_2(1,1,0)
 p          2.05042        0.00000    -3090.31456        1.80546        1.54183        0.02864    -3084.88821     2:C_1(3,0,0)+3:C_2(1,1,0)
