
# Curve 0 of 1, 10000 points
# Curve title: "FR(x)"
# x y type
-4.8379837984 0.0000000000  i
-4.8369836984 0.0000000000  i
-4.8359835984 0.0000000000  i
-4.8349834983 0.0000000000  i
-4.8339833983 0.0000000000  i
-4.8329832983 0.0000000000  i
-4.8319831983 0.0000000000  i
-4.8309830983 0.0000000000  i
-4.8299829983 0.0000000000  i
-4.8289828983 0.0000000000  i
-4.8279827983 0.0000000000  i
-4.8269826983 0.0000000000  i
-4.8259825983 0.0000000000  i
-4.8249824982 0.0000000000  i
-4.8239823982 0.0000000000  i
-4.8229822982 0.0000000000  i
-4.8219821982 0.0000000000  i
-4.8209820982 0.0000000000  i
-4.8199819982 0.0000000000  i
-4.8189818982 0.0000000000  i
-4.8179817982 0.0000000000  i
-4.8169816982 0.0000000000  i
-4.8159815982 0.0000000000  i
-4.8149814981 0.0000000000  i
-4.8139813981 0.0000000000  i
-4.8129812981 0.0000000000  i
-4.8119811981 0.0000000000  i
-4.8109810981 0.0000000000  i
-4.8099809981 0.0000000000  i
-4.8089808981 0.0000000000  i
-4.8079807981 0.0000000000  i
-4.8069806981 0.0000000000  i
-4.8059805981 0.0000000000  i
-4.8049804980 0.0000000000  i
-4.8039803980 0.0000000000  i
-4.8029802980 0.0000000000  i
-4.8019801980 0.0000000000  i
-4.8009800980 0.0000000000  i
-4.7999799980 0.0000000000  i
-4.7989798980 0.0000000000  i
-4.7979797980 0.0000000000  i
-4.7969796980 0.0000000000  i
-4.7959795980 0.0000000000  i
-4.7949794979 0.0000000000  i
-4.7939793979 0.0000000000  i
-4.7929792979 0.0000000000  i
-4.7919791979 0.0000000000  i
-4.7909790979 0.0000000000  i
-4.7899789979 0.0000000000  i
-4.7889788979 0.0000000000  i
-4.7879787979 0.0000000000  i
-4.7869786979 0.0000000000  i
-4.7859785979 0.0000000000  i
-4.7849784978 0.0000000000  i
-4.7839783978 0.0000000000  i
-4.7829782978 0.0000000000  i
-4.7819781978 0.0000000000  i
-4.7809780978 0.0000000000  i
-4.7799779978 0.0000000000  i
-4.7789778978 0.0000000000  i
-4.7779777978 0.0000000000  i
-4.7769776978 0.0000000000  i
-4.7759775978 0.0000000000  i
-4.7749774977 0.0000000000  i
-4.7739773977 0.0000000000  i
-4.7729772977 0.0000000000  i
-4.7719771977 0.0000000000  i
-4.7709770977 0.0000000000  i
-4.7699769977 0.0000000000  i
-4.7689768977 0.0000000000  i
-4.7679767977 0.0000000000  i
-4.7669766977 0.0000000000  i
-4.7659765977 0.0000000000  i
-4.7649764976 0.0000000000  i
-4.7639763976 0.0000000000  i
-4.7629762976 0.0000000000  i
-4.7619761976 0.0000000000  i
-4.7609760976 0.0000000000  i
-4.7599759976 0.0000000000  i
-4.7589758976 0.0000000000  i
-4.7579757976 0.0000000000  i
-4.7569756976 0.0000000000  i
-4.7559755976 0.0000000000  i
-4.7549754975 0.0000000000  i
-4.7539753975 0.0000000000  i
-4.7529752975 0.0000000000  i
-4.7519751975 0.0000000000  i
-4.7509750975 0.0000000000  i
-4.7499749975 0.0000000000  i
-4.7489748975 0.0000000000  i
-4.7479747975 0.0000000000  i
-4.7469746975 0.0000000000  i
-4.7459745975 0.0000000000  i
-4.7449744974 0.0000000000  i
-4.7439743974 0.0000000000  i
-4.7429742974 0.0000000000  i
-4.7419741974 0.0000000000  i
-4.7409740974 0.0000000000  i
-4.7399739974 0.0000000000  i
-4.7389738974 0.0000000000  i
-4.7379737974 0.0000000000  i
-4.7369736974 0.0000000000  i
-4.7359735974 0.0000000000  i
-4.7349734973 0.0000000000  i
-4.7339733973 0.0000000000  i
-4.7329732973 0.0000000000  i
-4.7319731973 0.0000000000  i
-4.7309730973 0.0000000000  i
-4.7299729973 0.0000000000  i
-4.7289728973 0.0000000000  i
-4.7279727973 0.0000000000  i
-4.7269726973 0.0000000000  i
-4.7259725973 0.0000000000  i
-4.7249724972 0.0000000000  i
-4.7239723972 0.0000000000  i
-4.7229722972 0.0000000000  i
-4.7219721972 0.0000000000  i
-4.7209720972 0.0000000000  i
-4.7199719972 0.0000000000  i
-4.7189718972 0.0000000000  i
-4.7179717972 0.0000000000  i
-4.7169716972 0.0000000000  i
-4.7159715972 0.0000000000  i
-4.7149714971 0.0000000000  i
-4.7139713971 0.0000000000  i
-4.7129712971 0.0000000000  i
-4.7119711971 0.0000000000  i
-4.7109710971 0.0000000000  i
-4.7099709971 0.0000000000  i
-4.7089708971 0.0000000000  i
-4.7079707971 0.0000000000  i
-4.7069706971 0.0000000000  i
-4.7059705971 0.0000000000  i
-4.7049704970 0.0000000000  i
-4.7039703970 0.0000000000  i
-4.7029702970 0.0000000000  i
-4.7019701970 0.0000000000  i
-4.7009700970 0.0000000000  i
-4.6999699970 0.0000000000  i
-4.6989698970 0.0000000000  i
-4.6979697970 0.0000000000  i
-4.6969696970 0.0000000000  i
-4.6959695970 0.0000000000  i
-4.6949694969 0.0000000000  i
-4.6939693969 0.0000000000  i
-4.6929692969 0.0000000000  i
-4.6919691969 0.0000000000  i
-4.6909690969 0.0000000000  i
-4.6899689969 0.0000000000  i
-4.6889688969 0.0000000000  i
-4.6879687969 0.0000000000  i
-4.6869686969 0.0000000000  i
-4.6859685969 0.0000000000  i
-4.6849684968 0.0000000000  i
-4.6839683968 0.0000000000  i
-4.6829682968 0.0000000000  i
-4.6819681968 0.0000000000  i
-4.6809680968 0.0000000000  i
-4.6799679968 0.0000000000  i
-4.6789678968 0.0000000000  i
-4.6779677968 0.0000000000  i
-4.6769676968 0.0000000000  i
-4.6759675968 0.0000000000  i
-4.6749674967 0.0000000000  i
-4.6739673967 0.0000000000  i
-4.6729672967 0.0000000000  i
-4.6719671967 0.0000000000  i
-4.6709670967 0.0000000000  i
-4.6699669967 0.0000000000  i
-4.6689668967 0.0000000000  i
-4.6679667967 0.0000000000  i
-4.6669666967 0.0000000000  i
-4.6659665967 0.0000000000  i
-4.6649664966 0.0000000000  i
-4.6639663966 0.0000000000  i
-4.6629662966 0.0000000000  i
-4.6619661966 0.0000000000  i
-4.6609660966 0.0000000000  i
-4.6599659966 0.0000000000  i
-4.6589658966 0.0000000000  i
-4.6579657966 0.0000000000  i
-4.6569656966 0.0000000000  i
-4.6559655966 0.0000000000  i
-4.6549654965 0.0000000000  i
-4.6539653965 0.0000000000  i
-4.6529652965 0.0000000000  i
-4.6519651965 0.0000000000  i
-4.6509650965 0.0000000000  i
-4.6499649965 0.0000000000  i
-4.6489648965 0.0000000000  i
-4.6479647965 0.0000000000  i
-4.6469646965 0.0000000000  i
-4.6459645965 0.0000000000  i
-4.6449644964 0.0000000000  i
-4.6439643964 0.0000000000  i
-4.6429642964 0.0000000000  i
-4.6419641964 0.0000000000  i
-4.6409640964 0.0000000000  i
-4.6399639964 0.0000000000  i
-4.6389638964 0.0000000000  i
-4.6379637964 0.0000000000  i
-4.6369636964 0.0000000000  i
-4.6359635964 0.0000000000  i
-4.6349634963 0.0000000000  i
-4.6339633963 0.0000000000  i
-4.6329632963 0.0000000000  i
-4.6319631963 0.0000000000  i
-4.6309630963 0.0000000000  i
-4.6299629963 0.0000000000  i
-4.6289628963 0.0000000000  i
-4.6279627963 0.0000000000  i
-4.6269626963 0.0000000000  i
-4.6259625963 0.0000000000  i
-4.6249624962 0.0000000000  i
-4.6239623962 0.0000000000  i
-4.6229622962 0.0000000000  i
-4.6219621962 0.0000000000  i
-4.6209620962 0.0000000000  i
-4.6199619962 0.0000000000  i
-4.6189618962 0.0000000000  i
-4.6179617962 0.0000000000  i
-4.6169616962 0.0000000000  i
-4.6159615962 0.0000000000  i
-4.6149614961 0.0000000000  i
-4.6139613961 0.0000000000  i
-4.6129612961 0.0000000000  i
-4.6119611961 0.0000000000  i
-4.6109610961 0.0000000000  i
-4.6099609961 0.0000000000  i
-4.6089608961 0.0000000000  i
-4.6079607961 0.0000000000  i
-4.6069606961 0.0000000000  i
-4.6059605961 0.0000000000  i
-4.6049604960 0.0000000000  i
-4.6039603960 0.0000000000  i
-4.6029602960 0.0000000000  i
-4.6019601960 0.0000000000  i
-4.6009600960 0.0000000000  i
-4.5999599960 0.0000000000  i
-4.5989598960 0.0000000000  i
-4.5979597960 0.0000000000  i
-4.5969596960 0.0000000000  i
-4.5959595960 0.0000000000  i
-4.5949594959 0.0000000000  i
-4.5939593959 0.0000000000  i
-4.5929592959 0.0000000000  i
-4.5919591959 0.0000000000  i
-4.5909590959 0.0000000000  i
-4.5899589959 0.0000000000  i
-4.5889588959 0.0000000000  i
-4.5879587959 0.0000000000  i
-4.5869586959 0.0000000000  i
-4.5859585959 0.0000000000  i
-4.5849584958 0.0000000000  i
-4.5839583958 0.0000000000  i
-4.5829582958 0.0000000000  i
-4.5819581958 0.0000000000  i
-4.5809580958 0.0000000000  i
-4.5799579958 0.0000000000  i
-4.5789578958 0.0000000000  i
-4.5779577958 0.0000000000  i
-4.5769576958 0.0000000000  i
-4.5759575958 0.0000000000  i
-4.5749574957 0.0000000000  i
-4.5739573957 0.0000000000  i
-4.5729572957 0.0000000000  i
-4.5719571957 0.0000000000  i
-4.5709570957 0.0000000000  i
-4.5699569957 0.0000000000  i
-4.5689568957 0.0000000000  i
-4.5679567957 0.0000000000  i
-4.5669566957 0.0000000000  i
-4.5659565957 0.0000000000  i
-4.5649564956 0.0000000000  i
-4.5639563956 0.0000000000  i
-4.5629562956 0.0000000000  i
-4.5619561956 0.0000000000  i
-4.5609560956 0.0000000000  i
-4.5599559956 0.0000000000  i
-4.5589558956 0.0000000000  i
-4.5579557956 0.0000000000  i
-4.5569556956 0.0000000000  i
-4.5559555956 0.0000000000  i
-4.5549554955 0.0000000000  i
-4.5539553955 0.0000000000  i
-4.5529552955 0.0000000000  i
-4.5519551955 0.0000000000  i
-4.5509550955 0.0000000000  i
-4.5499549955 0.0000000000  i
-4.5489548955 0.0000000000  i
-4.5479547955 0.0000000000  i
-4.5469546955 0.0000000000  i
-4.5459545955 0.0000000000  i
-4.5449544954 0.0000000000  i
-4.5439543954 0.0000000000  i
-4.5429542954 0.0000000000  i
-4.5419541954 0.0000000000  i
-4.5409540954 0.0000000000  i
-4.5399539954 0.0000000000  i
-4.5389538954 0.0000000000  i
-4.5379537954 0.0000000000  i
-4.5369536954 0.0000000000  i
-4.5359535954 0.0000000000  i
-4.5349534953 0.0000000000  i
-4.5339533953 0.0000000000  i
-4.5329532953 0.0000000000  i
-4.5319531953 0.0000000000  i
-4.5309530953 0.0000000000  i
-4.5299529953 0.0000000000  i
-4.5289528953 0.0000000000  i
-4.5279527953 0.0000000000  i
-4.5269526953 0.0000000000  i
-4.5259525953 0.0000000000  i
-4.5249524952 0.0000000000  i
-4.5239523952 0.0000000000  i
-4.5229522952 0.0000000000  i
-4.5219521952 0.0000000000  i
-4.5209520952 0.0000000000  i
-4.5199519952 0.0000000000  i
-4.5189518952 0.0000000000  i
-4.5179517952 0.0000000000  i
-4.5169516952 0.0000000000  i
-4.5159515952 0.0000000000  i
-4.5149514951 0.0000000000  i
-4.5139513951 0.0000000000  i
-4.5129512951 0.0000000000  i
-4.5119511951 0.0000000000  i
-4.5109510951 0.0000000000  i
-4.5099509951 0.0000000000  i
-4.5089508951 0.0000000000  i
-4.5079507951 0.0000000000  i
-4.5069506951 0.0000000000  i
-4.5059505951 0.0000000000  i
-4.5049504950 0.0000000000  i
-4.5039503950 0.0000000000  i
-4.5029502950 0.0000000000  i
-4.5019501950 0.0000000000  i
-4.5009500950 0.0000000000  i
-4.4999499950 0.0000000000  i
-4.4989498950 0.0000000000  i
-4.4979497950 0.0000000000  i
-4.4969496950 0.0000000000  i
-4.4959495950 0.0000000000  i
-4.4949494949 0.0000000000  i
-4.4939493949 0.0000000000  i
-4.4929492949 0.0000000000  i
-4.4919491949 0.0000000000  i
-4.4909490949 0.0000000000  i
-4.4899489949 0.0000000000  i
-4.4889488949 0.0000000000  i
-4.4879487949 0.0000000000  i
-4.4869486949 0.0000000000  i
-4.4859485949 0.0000000000  i
-4.4849484948 0.0000000000  i
-4.4839483948 0.0000000000  i
-4.4829482948 0.0000000000  i
-4.4819481948 0.0000000000  i
-4.4809480948 0.0000000000  i
-4.4799479948 0.0000000000  i
-4.4789478948 0.0000000000  i
-4.4779477948 0.0000000000  i
-4.4769476948 0.0000000000  i
-4.4759475948 0.0000000000  i
-4.4749474947 0.0000000000  i
-4.4739473947 0.0000000000  i
-4.4729472947 0.0000000000  i
-4.4719471947 0.0000000000  i
-4.4709470947 0.0000000000  i
-4.4699469947 0.0000000000  i
-4.4689468947 0.0000000000  i
-4.4679467947 0.0000000000  i
-4.4669466947 0.0000000000  i
-4.4659465947 0.0000000000  i
-4.4649464946 0.0000000000  i
-4.4639463946 0.0000000000  i
-4.4629462946 0.0000000000  i
-4.4619461946 0.0000000000  i
-4.4609460946 0.0000000000  i
-4.4599459946 0.0000000000  i
-4.4589458946 0.0000000000  i
-4.4579457946 0.0000000000  i
-4.4569456946 0.0000000000  i
-4.4559455946 0.0000000000  i
-4.4549454945 0.0000000000  i
-4.4539453945 0.0000000000  i
-4.4529452945 0.0000000000  i
-4.4519451945 0.0000000000  i
-4.4509450945 0.0000000000  i
-4.4499449945 0.0000000000  i
-4.4489448945 0.0000000000  i
-4.4479447945 0.0000000000  i
-4.4469446945 0.0000000000  i
-4.4459445945 0.0000000000  i
-4.4449444944 0.0000000000  i
-4.4439443944 0.0000000000  i
-4.4429442944 0.0000000000  i
-4.4419441944 0.0000000000  i
-4.4409440944 0.0000000000  i
-4.4399439944 0.0000000000  i
-4.4389438944 0.0000000000  i
-4.4379437944 0.0000000000  i
-4.4369436944 0.0000000000  i
-4.4359435944 0.0000000000  i
-4.4349434943 0.0000000000  i
-4.4339433943 0.0000000000  i
-4.4329432943 0.0000000000  i
-4.4319431943 0.0000000000  i
-4.4309430943 0.0000000000  i
-4.4299429943 0.0000000000  i
-4.4289428943 0.0000000000  i
-4.4279427943 0.0000000000  i
-4.4269426943 0.0000000000  i
-4.4259425943 0.0000000000  i
-4.4249424942 0.0000000000  i
-4.4239423942 0.0000000000  i
-4.4229422942 0.0000000000  i
-4.4219421942 0.0000000000  i
-4.4209420942 0.0000000000  i
-4.4199419942 0.0000000000  i
-4.4189418942 0.0000000000  i
-4.4179417942 0.0000000000  i
-4.4169416942 0.0000000000  i
-4.4159415942 0.0000000000  i
-4.4149414941 0.0000000000  i
-4.4139413941 0.0000000000  i
-4.4129412941 0.0000000000  i
-4.4119411941 0.0000000000  i
-4.4109410941 0.0000000000  i
-4.4099409941 0.0000000000  i
-4.4089408941 0.0000000000  i
-4.4079407941 0.0000000000  i
-4.4069406941 0.0000000000  i
-4.4059405941 0.0000000000  i
-4.4049404940 0.0000000000  i
-4.4039403940 0.0000000000  i
-4.4029402940 0.0000000000  i
-4.4019401940 0.0000000000  i
-4.4009400940 0.0000000000  i
-4.3999399940 0.0000000000  i
-4.3989398940 0.0000000000  i
-4.3979397940 0.0000000000  i
-4.3969396940 0.0000000000  i
-4.3959395940 0.0000000000  i
-4.3949394939 0.0000000000  i
-4.3939393939 0.0000000000  i
-4.3929392939 0.0000000000  i
-4.3919391939 0.0000000000  i
-4.3909390939 0.0000000000  i
-4.3899389939 0.0000000000  i
-4.3889388939 0.0000000000  i
-4.3879387939 0.0000000000  i
-4.3869386939 0.0000000000  i
-4.3859385939 0.0000000000  i
-4.3849384938 0.0000000000  i
-4.3839383938 0.0000000000  i
-4.3829382938 0.0000000000  i
-4.3819381938 0.0000000000  i
-4.3809380938 0.0000000000  i
-4.3799379938 0.0000000000  i
-4.3789378938 0.0000000000  i
-4.3779377938 0.0000000000  i
-4.3769376938 0.0000000000  i
-4.3759375938 0.0000000000  i
-4.3749374937 0.0000000000  i
-4.3739373937 0.0000000000  i
-4.3729372937 0.0000000000  i
-4.3719371937 0.0000000000  i
-4.3709370937 0.0000000000  i
-4.3699369937 0.0000000000  i
-4.3689368937 0.0000000000  i
-4.3679367937 0.0000000000  i
-4.3669366937 0.0000000000  i
-4.3659365937 0.0000000000  i
-4.3649364936 0.0000000000  i
-4.3639363936 0.0000000000  i
-4.3629362936 0.0000000000  i
-4.3619361936 0.0000000000  i
-4.3609360936 0.0000000000  i
-4.3599359936 0.0000000000  i
-4.3589358936 0.0000000000  i
-4.3579357936 0.0000000000  i
-4.3569356936 0.0000000000  i
-4.3559355936 0.0000000000  i
-4.3549354935 0.0000000000  i
-4.3539353935 0.0000000000  i
-4.3529352935 0.0000000000  i
-4.3519351935 0.0000000000  i
-4.3509350935 0.0000000000  i
-4.3499349935 0.0000000000  i
-4.3489348935 0.0000000000  i
-4.3479347935 0.0000000000  i
-4.3469346935 0.0000000000  i
-4.3459345935 0.0000000000  i
-4.3449344934 0.0000000000  i
-4.3439343934 0.0000000000  i
-4.3429342934 0.0000000000  i
-4.3419341934 0.0000000000  i
-4.3409340934 0.0000000000  i
-4.3399339934 0.0000000000  i
-4.3389338934 0.0000000000  i
-4.3379337934 0.0000000000  i
-4.3369336934 0.0000000000  i
-4.3359335934 0.0000000000  i
-4.3349334933 0.0000000000  i
-4.3339333933 0.0000000000  i
-4.3329332933 0.0000000000  i
-4.3319331933 0.0000000000  i
-4.3309330933 0.0000000000  i
-4.3299329933 0.0000000000  i
-4.3289328933 0.0000000000  i
-4.3279327933 0.0000000000  i
-4.3269326933 0.0000000000  i
-4.3259325933 0.0000000000  i
-4.3249324932 0.0000000000  i
-4.3239323932 0.0000000000  i
-4.3229322932 0.0000000000  i
-4.3219321932 0.0000000000  i
-4.3209320932 0.0000000000  i
-4.3199319932 0.0000000000  i
-4.3189318932 0.0000000000  i
-4.3179317932 0.0000000000  i
-4.3169316932 0.0000000000  i
-4.3159315932 0.0000000000  i
-4.3149314931 0.0000000000  i
-4.3139313931 0.0000000000  i
-4.3129312931 0.0000000000  i
-4.3119311931 0.0000000000  i
-4.3109310931 0.0000000000  i
-4.3099309931 0.0000000000  i
-4.3089308931 0.0000000000  i
-4.3079307931 0.0000000000  i
-4.3069306931 0.0000000000  i
-4.3059305931 0.0000000000  i
-4.3049304930 0.0000000000  i
-4.3039303930 0.0000000000  i
-4.3029302930 0.0000000000  i
-4.3019301930 0.0000000000  i
-4.3009300930 0.0000000000  i
-4.2999299930 0.0000000000  i
-4.2989298930 0.0000000000  i
-4.2979297930 0.0000000000  i
-4.2969296930 0.0000000000  i
-4.2959295930 0.0000000000  i
-4.2949294929 0.0000000000  i
-4.2939293929 0.0000000000  i
-4.2929292929 0.0000000000  i
-4.2919291929 0.0000000000  i
-4.2909290929 0.0000000000  i
-4.2899289929 0.0000000000  i
-4.2889288929 0.0000000000  i
-4.2879287929 0.0000000000  i
-4.2869286929 0.0000000000  i
-4.2859285929 0.0000000000  i
-4.2849284928 0.0000000000  i
-4.2839283928 0.0000000000  i
-4.2829282928 0.0000000000  i
-4.2819281928 0.0000000000  i
-4.2809280928 0.0000000000  i
-4.2799279928 0.0000000000  i
-4.2789278928 0.0000000000  i
-4.2779277928 0.0000000000  i
-4.2769276928 0.0000000000  i
-4.2759275928 0.0000000000  i
-4.2749274927 0.0000000000  i
-4.2739273927 0.0000000000  i
-4.2729272927 0.0000000000  i
-4.2719271927 0.0000000000  i
-4.2709270927 0.0000000000  i
-4.2699269927 0.0000000000  i
-4.2689268927 0.0000000000  i
-4.2679267927 0.0000000000  i
-4.2669266927 0.0000000000  i
-4.2659265927 0.0000000000  i
-4.2649264926 0.0000000000  i
-4.2639263926 0.0000000000  i
-4.2629262926 0.0000000000  i
-4.2619261926 0.0000000000  i
-4.2609260926 0.0000000000  i
-4.2599259926 0.0000000000  i
-4.2589258926 0.0000000000  i
-4.2579257926 0.0000000000  i
-4.2569256926 0.0000000000  i
-4.2559255926 0.0000000000  i
-4.2549254925 0.0000000000  i
-4.2539253925 0.0000000000  i
-4.2529252925 0.0000000000  i
-4.2519251925 0.0000000000  i
-4.2509250925 0.0000000000  i
-4.2499249925 0.0000000000  i
-4.2489248925 0.0000000000  i
-4.2479247925 0.0000000000  i
-4.2469246925 0.0000000000  i
-4.2459245925 0.0000000000  i
-4.2449244924 0.0000000000  i
-4.2439243924 0.0000000000  i
-4.2429242924 0.0000000000  i
-4.2419241924 0.0000000000  i
-4.2409240924 0.0000000000  i
-4.2399239924 0.0000000000  i
-4.2389238924 0.0000000000  i
-4.2379237924 0.0000000000  i
-4.2369236924 0.0000000000  i
-4.2359235924 0.0000000000  i
-4.2349234923 0.0000000000  i
-4.2339233923 0.0000000000  i
-4.2329232923 0.0000000000  i
-4.2319231923 0.0000000000  i
-4.2309230923 0.0000000000  i
-4.2299229923 0.0000000000  i
-4.2289228923 0.0000000000  i
-4.2279227923 0.0000000000  i
-4.2269226923 0.0000000000  i
-4.2259225923 0.0000000000  i
-4.2249224922 0.0000000000  i
-4.2239223922 0.0000000000  i
-4.2229222922 0.0000000000  i
-4.2219221922 0.0000000000  i
-4.2209220922 0.0000000000  i
-4.2199219922 0.0000000000  i
-4.2189218922 0.0000000000  i
-4.2179217922 0.0000000000  i
-4.2169216922 0.0000000000  i
-4.2159215922 0.0000000000  i
-4.2149214921 0.0000000000  i
-4.2139213921 0.0000000000  i
-4.2129212921 0.0000000000  i
-4.2119211921 0.0000000000  i
-4.2109210921 0.0000000000  i
-4.2099209921 0.0000000000  i
-4.2089208921 0.0000000000  i
-4.2079207921 0.0000000000  i
-4.2069206921 0.0000000000  i
-4.2059205921 0.0000000000  i
-4.2049204920 0.0000000000  i
-4.2039203920 0.0000000000  i
-4.2029202920 0.0000000000  i
-4.2019201920 0.0000000000  i
-4.2009200920 0.0000000000  i
-4.1999199920 0.0000000000  i
-4.1989198920 0.0000000000  i
-4.1979197920 0.0000000000  i
-4.1969196920 0.0000000000  i
-4.1959195920 0.0000000000  i
-4.1949194919 0.0000000000  i
-4.1939193919 0.0000000000  i
-4.1929192919 0.0000000000  i
-4.1919191919 0.0000000000  i
-4.1909190919 0.0000000000  i
-4.1899189919 0.0000000000  i
-4.1889188919 0.0000000000  i
-4.1879187919 0.0000000000  i
-4.1869186919 0.0000000000  i
-4.1859185919 0.0000000000  i
-4.1849184918 0.0000000000  i
-4.1839183918 0.0000000000  i
-4.1829182918 0.0000000000  i
-4.1819181918 0.0000000000  i
