
# Curve 0 of 1, 500 points Curve 0 of 1, 500 points
# Curve 0 of 1, 500 points Curve title: "fI(x)"
# Curve 0 of 1, 500 points x y type
# Curve title: "fR(x)" Curve 0 of 1, 500 points
# Curve title: "fR(x)" Curve title: "fI(x)"
# Curve title: "fR(x)" x y type
# x y type Curve 0 of 1, 500 points
# x y type Curve title: "fI(x)"
# x y type x y type
-100.0000000000 0.0199858503 i 0.0000000000 i
-99.5991983968 -0.0117594177 i 0.0000000000 i
-99.1983967936 -0.0417650287 i 0.0000000000 i
-98.7975951904 -0.0652588316 i 0.0000000000 i
-98.3967935872 -0.0784833845 i 0.0000000000 i
-97.9959919840 -0.0792966648 i 0.0000000000 i
-97.5951903808 -0.0675187520 i 0.0000000000 i
-97.1943887776 -0.0449684153 i 0.0000000000 i
-96.7935871743 -0.0151825333 i 0.0000000000 i
-96.3927855711 0.0171384140 i 0.0000000000 i
-95.9919839679 0.0468718803 i 0.0000000000 i
-95.5911823647 0.0692848714 i 0.0000000000 i
-95.1903807615 0.0807870932 i 0.0000000000 i
-94.7895791583 0.0795058237 i 0.0000000000 i
-94.3887775551 0.0655905019 i 0.0000000000 i
-93.9879759519 0.0411975442 i 0.0000000000 i
-93.5871743487 0.0101564488 i 0.0000000000 i
-93.1863727455 -0.0226311544 i 0.0000000000 i
-92.7855711423 -0.0519652434 i 0.0000000000 i
-92.3847695391 -0.0731718362 i 0.0000000000 i
-91.9839679359 -0.0828474509 i 0.0000000000 i
-91.5831663327 -0.0794050619 i 0.0000000000 i
-91.1823647295 -0.0633340194 i 0.0000000000 i
-90.7815631263 -0.0371314243 i 0.0000000000 i
-90.3807615230 -0.0049144184 i 0.0000000000 i
-89.9799599198 0.0282264566 i 0.0000000000 i
-89.5791583166 0.0570313126 i 0.0000000000 i
-89.1783567134 0.0769054258 i 0.0000000000 i
-88.7775551102 0.0846518526 i 0.0000000000 i
-88.3767535070 0.0789853859 i 0.0000000000 i
-87.9759519038 0.0607452733 i 0.0000000000 i
-87.5751503006 0.0327715697 i 0.0000000000 i
-87.1743486974 -0.0005367664 i 0.0000000000 i
-86.7735470942 -0.0339133225 i 0.0000000000 i
-86.3727454910 -0.0620565870 i 0.0000000000 i
-85.9719438878 -0.0804717080 i 0.0000000000 i
-85.5711422846 -0.0861880558 i 0.0000000000 i
-85.1703406814 -0.0782380891 i 0.0000000000 i
-84.7695390782 -0.0578203862 i 0.0000000000 i
-84.3687374749 -0.0281194819 i 0.0000000000 i
-83.9679358717 0.0061904962 i 0.0000000000 i
-83.5671342685 0.0396810765 i 0.0000000000 i
-83.1663326653 0.0670279719 i 0.0000000000 i
-82.7655310621 0.0838571663 i 0.0000000000 i
-82.3647294589 0.0874441630 i 0.0000000000 i
-81.9639278557 0.0771546693 i 0.0000000000 i
-81.5631262525 0.0545554980 i 0.0000000000 i
-81.1623246493 0.0231764784 i 0.0000000000 i
-80.7615230461 -0.0120405234 i 0.0000000000 i
-80.3607214429 -0.0455195254 i 0.0000000000 i
-79.9599198397 -0.0719328929 i 0.0000000000 i
-79.5591182365 -0.0870487465 i 0.0000000000 i
-79.1583166333 -0.0884085911 i 0.0000000000 i
-78.7575150301 -0.0757267224 i 0.0000000000 i
-78.3567134269 -0.0509465975 i 0.0000000000 i
-77.9559118236 -0.0179434866 i 0.0000000000 i
-77.5551102204 0.0180811756 i 0.0000000000 i
-77.1543086172 0.0514191447 i 0.0000000000 i
-76.7535070140 0.0767594226 i 0.0000000000 i
-76.3527054108 0.0900339024 i 0.0000000000 i
-75.9519038076 0.0890700244 i 0.0000000000 i
-75.5511022044 0.0739458056 i 0.0000000000 i
-75.1503006012 0.0469893127 i 0.0000000000 i
-74.7494989980 0.0124207914 i 0.0000000000 i
-74.3486973948 -0.0243076118 i 0.0000000000 i
-73.9478957916 -0.0573712980 i 0.0000000000 i
-73.5470941884 -0.0814964276 i 0.0000000000 i
-73.1462925852 -0.0928006417 i 0.0000000000 i
-72.7454909820 -0.0894173474 i 0.0000000000 i
-72.3446893788 -0.0718032623 i 0.0000000000 i
-71.9438877756 -0.0426786505 i 0.0000000000 i
-71.5430861723 -0.0066077264 i 0.0000000000 i
-71.1422845691 0.0307161331 i 0.0000000000 i
-70.7414829659 0.0633685001 i 0.0000000000 i
-70.3406813627 0.0861337391 i 0.0000000000 i
